sku-product,product-name,price,in-stock,prod-weight
TL-RE205,TPLINK RANGE EXTENDER AC750 WI-FI WALL PLUGGED,103.0,1,0.27
TL-RE505X,TPLINK RANGE EXTENDER AX1500 DUAL BAND 2.4 + 5GHZ,149.0,1,0.46
TL-RE605X,TPLINK RANGE EXTENDER AX1800 DUAL BAND 2.4 + 5GHZ,198.0,1,0.45
TL-RE705X,TPLINK RANGE EXTENDER AX3000 WIFI 6 DUAL BAND 2.4 + 5GHZ,186.0,1,0.46
TL-WA850RE,TPLINK RANGE EXTENDER N300 WIRELESS 2.4GHZ WITH 2 INTERNAL ANTENNA & 10/100MBPS LAN PORT,57.0,1,0.28
TL-RE235BE,TPLINK RE235BE BE3600 DUAL BAND WIFI 7 RANGE EXTENDER,282.0,1,0.0
TL-TAPO RVA101,"TPLINK REPLACEMENT KIT ( MAIN BRUSH x 1, SIDE BRUSH x 2, WASHABLE HEPA FILTER x 2 )",58.5,0,0.37
TL-TAPO RVA301,TPLINK ROBOR VACUUM WASHABLE MOP CLOTH (5 PCS),40.0,1,0.12
TL-TAPO RVA202,TPLINK ROBOT VACUUM DISPOSABLE DUST BAG (5 PCS),40.0,1,0.33
TL-TAPO RVA105,"TPLINK ROBOT VACUUM REPLACEMENT KIT ( MAIN BRUSH x 1, SIDE BRUSH x 2, WASHABLE HEPA FILTER x 2 )",48.0,1,0.3
TL-ARCHER C54,TPLINK ROUTER AC1200 DUAL BAND 1  WAN +4 LAN PORT 10/100MBPS WITH MU-MIMO BEAMFORMING,107.0,0,0.71
TL-ARCHER C64,"TPLINK ROUTER AC1200 DUAL BAND, MU-MIMO, BEAMFORMING",136.0,1,0.85
TL-ARCHER C80,TPLINK ROUTER AC1900 DUAL BAND MU-MIMO WIRELESS GIGABIT (SUPPORT 500MBPS),153.0,0,1.14
TL-ARCHER C24,TPLINK ROUTER AC750 DUAL BAND 1 WAN +4 LAN PORT 10/100MBPS,92.0,0,0.69
TL-ARCHER AX12,TPLINK ROUTER AX1500 DUAL BAND WIRELESS GIGABIT (WIFI 6),150.0,1,0.96
TL-ARCHER AX23,TPLINK ROUTER AX1800 DUAL BAND MU-MIMO BEAMFORMING WIRELESS GIGABIT (WIFI 6),196.0,1,1.02
TL-ARCHER AX55,TPLINK ROUTER AX3000 DUAL BAND MU-MIMO BEAMFORMING WIRELESS GIGABIT (WIFI 6),257.0,0,1.02
TL-ARCHER AX53,TPLINK ROUTER AX3000 DUAL BAND WIRELESS GIGABIT (WIFI 6),214.0,1,0.93
TL-ARCHER AX55 PRO,TPLINK ROUTER AX3000 WIFI 6 DUAL BAND MU-MIMO WIRELESS GIGABIT with 1 x 2.5 GIGABIT WAN/LAN PORT,253.0,0,1.0
TL-ARCHER AX72,TPLINK ROUTER AX5400 DUAL BAND MU-MIMO BEAMFORMING WIRELESS GIGABIT (WIFI 6),386.0,0,1.79
TL-ARCHER AX73,TPLINK ROUTER AX5400 DUAL BAND MU-MIMO BEAMFORMING WIRELESS GIGABIT (WIFI 6),429.0,0,1.71
TL-ARCHER AXE75,"TPLINK ROUTER AX5400 TRI-BAND WI-FI 6E ROUTER , 6X ANTENNA",515.0,0,1.86
TL-ARCHER AX72 PRO,TPLINK ROUTER AX5400 WIFI 6 DUAL BAND MU-MIMO WIRELESS GIGABIT with 1 x 2.5 GIGABIT WAN/LAN PORT,454.0,0,1.5
TL-ARCHER AX80,TPLINK ROUTER AX6000 DUAL BAND WIFI 6 WITH BEAMFORMING AND ONE MESH,601.0,0,3.76
TL-TAPO RV20 MAX,TPLINK RV20 MAX 5300PA SUCTION ROBOT VACUUM AND MOP,599.0,1,5.4
TL-TAPO RV30 MAX,TPLINK RV30 MAX 5300PA SUCTION ROBOT VACUUM AND MOP,685.0,1,5.53
TL-TAPO P100,TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N (TAPO SERIES),30.0,1,0.14
TL-TAPO P100 (2-PACK),TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N (TAPO SERIES),59.5,1,0.22
TL-TAPO P100 (4-PACK),TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N (TAPO SERIES),116.5,1,0.45
TL-TAPO P110 (2-PACK),TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N ENERGY MONITORING (TAPO SERIES),65.0,1,0.13
TL-TAPO P110 (4-PACK),TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N ENERGY MONITORING (TAPO SERIES),129.0,1,0.44
TL-TAPO P110,TPLINK SMART PLUG WIFI 2.4GHZ 802.1 B/G/N EVERGY MONITORING (TAPO SERIES),33.5,1,0.14
TL-KP303,TPLINK SMART WIFI 2.4GHZ B/G/N 3OUTLETS SURGE PROTECTION WITH 2USB PORTS,113.0,1,4.8
TL-XZ000-G7,TPLINK SMB OMADA 1-PORT GIGABIT XPON SFU,110.0,0,0.18
TL-VIGI-NVR4032H,TPLINK SMB VIGI 32 CHANNEL NETWORK VIDEO RECORDER,999.0,1,5.24
TL-TAPO A201,TPLINK TAPO A201 SOLAR PANEL,64.0,1,0.62
TL-TAPO A100,TPLINK TAPO BATTERY PACK 6700MAH LARGE CAPACITY,86.0,0,0.26
TL-TAPO C200C,TPLINK TAPO C200C PAN/TILT 1080P HOME WI-FI CAMERA,68.0,1,0.56
TL-TAPO C202,TPLINK TAPO C202 IP CAMERA 2MP 1080P PAN/TILT WITH LAN PORT,73.0,1,0.49
TL-TAPO C211,TPLINK TAPO C211 IP CAMERA 3MP 2K PAN/TILT (BLACK),80.0,1,1.0
TL-TAPO C212,TPLINK TAPO C212 IP CAMERA 3MP 2K PAN/TILT WITH LAN PORT,80.0,1,0.49
TL-TAPO C220,TPLINK TAPO C220 4MP 2K QHD PAN/TILT AI HOME SECURITY WIFI CAMERA,91.0,1,0.56
TL-TAPO C222,TPLINK TAPO C222 4MP 2K QHD PAN/TILT WI-FI CAMERA WITH LAN PORT,94.0,1,0.49
TL-TAPO C230,TPLINK TAPO C230 5MP 3K PAN/TILT AI HOME SECURITY WIFI CAMERA,110.0,1,0.51
TL-TAPO C410,TPLINK TAPO C410 3MP SMART WIRE-FREE SECURITY CAMERA WITH 6400MAH BATTERY,211.0,1,0.5
TL-TAPO C410 KIT,TPLINK TAPO C410 KIT INCLUDE TAPO C410 3MP SMART WIRE-FREE SECURITY CAMERA + TAPO A201 SOLAR PANEL,228.0,1,0.98
TL-TAPO C425,TPLINK TAPO C425 4MP 2K QHD SMART WIRE-FREE SECURITY CAMERA WITH 10000 MAH BATTERY,248.0,1,0.86
TL-TAPO C530WS,TPLINK TAPO C530WS 5MP 3K OUTDOOR PAN/TILT SECURITY WI-FI CAMERA,178.0,1,0.84
TL-TAPO D210,TPLINK TAPO D210 3MP VIDEO DOORBELL CAMERA,167.0,1,0.58
TL-TAPO D235,TPLINK TAPO D235 5MP VIDEO DOORBELL CAMERA,298.0,0,0.7
TL-TAPO H110,TPLINK TAPO H110 SMART IR & IOT HUB,80.0,1,0.0
TL-TAPO H500,TPLINK TAPO H500 SMART HOMEBASE,405.0,1,1.07
TL-TAPO P110M,TPLINK TAPO P110M MINI SMART WI-FI PLUG,36.5,1,0.1
TL-TAPO P304M,TPLINK TAPO P304M SMART WIFI POWER STRIP,111.0,1,1.56
TL-TAPO RVA200,TPLINK TAPO ROBOT VACUUM 4L DISPOSABLE DUST BAG x 3,50.0,1,0.95
TL-TAPO RVA400,TPLINK TAPO ROBOT VACUUM MAGNETIC BOUNDARY STRIP,67.0,0,0.9
TL-TAPO D230S1,TPLINK TAPO SMART BATTERY 5MP VIDEO DOORBELL WITH FULL-COLOR NIGHT VISION,303.0,1,0.64
TL-TAPO S200B,TPLINK TAPO SMART BUTTON,52.0,1,0.06
TL-TAPO T110,TPLINK TAPO SMART DOOR/WINDOW SENSOR,52.0,1,0.12
TL-TAPO H100,TPLINK TAPO SMART IOT HUB WITH CHIME,70.0,1,0.11
TL-TAPO S220,TPLINK TAPO SMART LIGHT SWITCH 2-GANG 1-WAY,64.0,1,0.2
TL-TAPO T100,TPLINK TAPO SMART MOTION SENSOR,61.0,1,0.12
TL-TAPO S200D,TPLINK TAPO SMART REMOTE DIMMER SWITCH,53.0,1,0.14
TL-TAPO T315,TPLINK TAPO SMART TEMPERATURE AND HUMIDITY MONITOR,85.0,1,0.08
TL-TAPO T310,TPLINK TAPO SMART TEMPERATURE AND HUMIDITY SENSOR,52.0,1,0.05
TL-TAPO T300,TPLINK TAPO SMART WATER LEAK SENSOR,61.0,1,0.1
TL-TAPO L510E,"TPLINK TAPO SMART WIFI LIGHT BULB , DIMMABLE",27.5,1,0.12
TL-TAPO L530E,"TPLINK TAPO SMART WIFI LIGHT BULB , MULTICOLOR",33.5,1,0.08
TL-TAPO L520E,"TPLINK TAPO SMART WIFI LIGHT BULB, DIMMABLE",27.5,1,0.08
TL-TAPO L900-5,"TPLINK TAPO SMART WIFI LIGHT STRIP , MULTICOLOR",85.5,1,0.56
TL-TAPO L900-10,"TPLINK TAPO SMART WIFI LIGHT STRIP , MULTICOLOR (10 METERS)",129.0,1,0.4
TL-TAPO L920-5,"TPLINK TAPO SMART WIFI LIGHT STRIP, MULTICOLOR -50 COLOUR ZONE",129.0,1,0.58
TL-TAPO L930-5,"TPLINK TAPO SMART WIFI LIGHT STRIP, MULTICOLOR (EXTRA WHITE LED)",172.0,1,0.67
TL-TAPO L610,"TPLINK TAPO SMART WIFI SPOTLIGHT , DIMMABLE",30.0,1,0.7
TL-TAPO L630,"TPLINK TAPO SMART WIFI SPOTLIGHT , MULTICOLOR",33.5,1,0.6
TL-TAPO A200,TPLINK TAPO SOLAR PANEL WITH 4M CHARGING CABLE,86.0,0,1.24
TL-TAPO TC71,TPLINK TAPO TC71 3MP 1080P FULL HD PAN/TILT 300MBPS WIFI CAMERA,80.0,0,0.56
TL-TAPO TC72,TPLINK TAPO TC72 4MP 2K QHD PAN/TILT AI HOME SECURITY WIFI CAMERA,91.0,1,0.56
TL-TAPO TC74,TPLINK TAPO TC74 5MP 3K PAN/TILT AI HOME SECURITY WIFI CAMERA,110.0,1,0.56
TL-TC82 KIT,TPLINK TAPO TC82 KIT SOLAR-POWERED SECURITY CAMERA KIT,202.0,1,0.98
TL-ARCHER TBE400E,TPLINK TBE400E BE6500 WI-FI 7 BLUETOOTH 5.4 PCIE ADAPTER,161.0,1,0.25
TL-ARCHER TBE550E,TPLINK TBE550E BE9300 WI-FI 7 BLUETOOTH 5.4 PCIE ADAPTER,266.0,1,0.6
TL-ARCHER TBE552E,TPLINK TBE552E BE9300 WI-FI 7 BLUETOOTH 5.4 PCIE ADAPTER,202.0,1,0.0
TL-WR902AC,TPLINK TRAVEL ROUTER AC750 DUAL BAND WIRELESS,105.0,1,0.64
TL-ARCHER TX20U,TPLINK TX20U AX1800 WIFI 6 DUAL BAND USB ADAPTER,85.0,1,0.22
TL-UA440C,TPLINK UA440C USB 3.0 TYPE-C TO SD & MICROSD 4.0 CARD READER,52.5,1,0.07
TL-UA520C,TPLINK UA520C USB TYPE-C TO HDMI ADAPTER,56.0,1,0.05
TL-UB500 PLUS,TPLINK UB500 PLUS LONG RANGE BLUETOOTH USB ADAPTER,26.5,1,0.05
TL-UH3020C,TPLINK UH3020C USB TYPE-C 3-PORT HUB,72.0,1,0.09
TL-UH5020C,TPLINK UH5020C USB TYPE-C 5-PORT HUB,88.0,1,0.11
TL-UH6120C,TPLINK UH6120C USB TYPE-C 6-PORT HUB,120.0,1,0.12
TL-UH7020C,TPLINK UH7020C USB TYPE-C 7-PORT HUB,96.0,1,0.12
TL-UH7021C,TPLINK UH7021C USB TYPE-C 7-IN-1 HUB,92.0,1,0.0
TL-UH9120C,TPLINK UH9120C USB TYPE-C 9-PORT HUB,145.0,1,0.13
TL-LS1005,TPLINK UNMANAGED 10/100 5-PORT DESKTOP LITEWAVE SWITCH ( PLASTIC CASE ),24.8,1,0.14
TL-LS1008,TPLINK UNMANAGED 10/100 8-PORT DESKTOP LITEWAVE SWITCH ( PLASTIC CASE ),31.0,1,0.18
TL-SX105,TPLINK UNMANAGED 5-PORT 10G RJ45 SWITCH (TL-SX105),771.0,1,1.56
TL-SG105-M2,TPLINK UNMANAGED 5-PORT 2.5 G RJ45 SWITCH (TL-SG105-M2),242.0,1,1.0
TL-SX1008,TPLINK UNMANAGED 8-PORT 10G RJ45 SWITCH (TL-SX1008),1114.0,1,2.12
TL-SG108-M2,TPLINK UNMANAGED 8-PORT 2.5 G RJ45 SWITCH (TL-SG108-M2),404.0,1,1.34
TL-SG105,TPLINK UNMANAGED PURE-GIGABIT 5-PORT DESKTOP,78.0,1,0.52
TL-SG1005D,TPLINK UNMANAGED PURE-GIGABIT 5-PORT DESKTOP ( PLASTIC CASE ),52.0,1,0.32
TL-LS105G,TPLINK UNMANAGED PURE-GIGABIT 5-PORT DESKTOP (LITEWAVE),73.0,1,0.34
TL-LS1005G,TPLINK UNMANAGED PURE-GIGABIT 5-PORT DESKTOP LITEWAVE ( PLASTIC CASE ),46.0,1,0.2
TL-SG1008,TPLINK UNMANAGED PURE-GIGABIT 8-PORT,149.0,0,1.86
TL-SG108,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP,96.0,0,1.34
TL-SG1008D,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP ( PLASTIC CASE ),77.0,1,0.4
TL-LS108G,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP (LITEWAVE),86.0,1,0.46
TL-LS1008G,TPLINK UNMANAGED PURE-GIGABIT 8-PORT DESKTOP LITEWAVE ( PLASTIC CASE ),68.5,1,0.24
TL-SG1016,TPLINK UNMANAGED PURE-GIGABIT SWITCH 16-PORT,268.0,1,2.48
TL-SG1016D,TPLINK UNMANAGED PURE-GIGABIT SWITCH 16-PORT DESKTOP/RACKMOUNT,227.0,1,2.12
TL-SG1024,TPLINK UNMANAGED PURE-GIGABIT SWITCH 24-PORT,411.0,1,2.64
TL-SG1024D,TPLINK UNMANAGED PURE-GIGABIT SWITCH 24-PORT GIGABIT DESKTOP/RACKMOUNT SWITCH,322.0,1,2.36
TL-SF1016D,TPLINK UNMANAGED SWITCH 16-PORT 10/100M DESKTOP,88.0,1,0.67
TL-SG116,TPLINK UNMANAGED SWITCH 16-PORT GIGABIT DESKTOP STEEL CASE,200.0,1,1.32
TL-SF1024M,TPLINK UNMANAGED SWITCH 24-PORT 10/100M DESKTOP,133.0,1,1.08
TL-SF1005D,TPLINK UNMANAGED SWITCH 5-PORT 10/100M MINI DESKTOP,28.5,1,0.26
TL-SF1008D,TPLINK UNMANAGED SWITCH 8-PORT MINI DESKTOP,34.5,1,0.24
TL-UC400,TPLINK USB-C 4 TO USB 3.0 ADAPTER,14.3,1,0.35
TL-VIGI NVR4016H,TPLINK VIGI 16 CHANNEL NETWORK VIDEO RECORDER WITH 4 SATA,850.0,1,5.55
TL-VIGI 180W SOLAR MOUNT,TPLINK VIGI 180W SOLAR MOUNT,1000.0,0,25.4
TL-VIGI C540-4G,TPLINK VIGI 4MP 4MM FULL-COLOR 4G PAN TILT NETWORK CAMERA,280.0,1,1.54
TL-VIGI C340S,TPLINK VIGI 4MP 4MM OUTDOOR COLORPRO NIGHT VISION BULLET NETWORK CAMERA,350.0,1,0.92
TL-VIGI NVR4064H,TPLINK VIGI 64 CHANNEL NETWORK VIDEO RECORDER,1799.0,1,5.35
TL-VIGI SP9030,TPLINK VIGI INTELLIGENT SOLAR POWER SUPPLY SYSTEM,1799.0,0,25.69
TL-VIGI SOLAR PANEL 90W,TPLINK VIGI SOLAR PANEL 90W,450.0,0,15.12
TL-VIGI PS90,TPLINK VIGI SOLAR SYSTEM CONTROLLER WITHOUT SOLAR PANEL,3499.0,0,23.8
TL-VIGI SP18090,TPLINK VIGI SP18090 INTELLIGENT SOLAR POWER SUPPLY SYSTEM,5399.0,1,0.0
TL-VIGI SP6020,TPLINK VIGI SP6020 INTELLIGENT SOLAR POWER SUPPLY SYSTEM,1199.0,1,19.02
TL-RE200,TPLINK WI-FI RANGE EXTENDER AC750 DUAL-BAND,90.0,1,0.28
TL-WR840N,TPLINK WI-FI ROUTER N300,68.0,1,0.77
TL-DECO X10 (1-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,179.0,1,1.87
TL-DECO X10 (2-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,343.0,1,3.25
TL-DECO X10 (3-PACK),TPLINK WIFI 6 AX1500 DUAL-BAND WHOLE HOME MESH SYSTEM,497.0,1,2.1
TL-DECO BE65 (1-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,859.0,1,1.28
TL-DECO BE65 (2-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,1633.0,0,5.42
TL-DECO BE65 (3-PACK),TPLINK WIFI 7 BE11000 TRI-BAND WHOLE HOME MESH SYSTEM,2321.0,1,3.92
TL-ARCHER GE800,TPLINK WIFI 7 BE19000 TRI-BAND GAMING ROUTER,1689.0,1,5.18
TL-DECO BE85 (3-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,3776.0,1,9.46
TL-DECO BE85 (2-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,2569.0,1,5.78
TL-DECO BE85 (1-PACK),TPLINK WIFI 7 BE22000 TRI-BAND WHOLE HOME MESH SYSTEM,1372.0,1,2.94
TL-DECO BE22 (2-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,582.0,1,0.0
TL-DECO BE22 (3-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,810.0,1,0.0
TL-DECO BE22 (1-PACK),TPLINK WIFI 7 BE3600 DUAL-BAND WHOLE HOME MESH SYSTEM,299.0,1,0.0
TL-DECO BE25 (3-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,1102.0,1,2.6
TL-DECO BE25 (2-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,763.0,1,1.82
TL-DECO BE25 (1-PACK),TPLINK WIFI 7 BE5000 DUAL-BAND WHOLE HOME MESH SYSTEM,389.0,1,1.04
TL-ARCHER GE550,TPLINK WIFI 7 BE9300 TRI-BAND GAMING ROUTER,815.0,1,3.0
TL-WN725N,TPLINK WIFI ADAPTER 150MBPS WIRELESS N NANO USB,25.0,1,0.28
TL-WN727N,TPLINK WIFI ADAPTER 150MBPS WIRELESS N USB,25.0,0,0.14
TL-WN823N,TPLINK WIFI ADAPTER 300MBPS WIRELESS N MINI USB,33.0,1,0.1
TL-WN881ND,TPLINK WIFI ADAPTER 300MBPS WIRELESS N PCI EXPRESS,57.0,0,0.2
TL-WN821N,TPLINK WIFI ADAPTER 300MBPS WIRELESS N USB,33.0,0,0.14
TL-ARCHER T3U,TPLINK WIFI ADAPTER AC1300 DUAL BAND MINI WIRELESS USB,67.0,1,0.19
TL-ARCHER T2U,TPLINK WIFI ADAPTER AC600 DUAL BAND WIRELESS USB,46.0,1,0.1
TL-ARCHER T2U PLUS,TPLINK WIFI ADAPTER AC600 HIGH GAIN DUAL BAND WIRELESS USB,67.0,1,0.21
TL-ARCHER TX20U PLUS,TPLINK WIFI ADAPTER AX1800 HIGH GAIN WIFI 6 USB,114.0,1,0.24
TL-ARCHER T2UB NANO,TPLINK WIFI ADAPTERAC600 DUAL BAND WIFI WITH BLUETOOTH 4.2,55.0,1,0.06
TL-EAP115,OMADA  INDOOR WIFI 300MBPS WIRELESS N CEILING MOUNT ACCESS POINT,155.0,1,0.84
TL-SM9220-1M,OMADA 1 METRE 100G QSFP28 DIRECT ATTACH CABLE,199.0,1,0.93
TL-ES210GP,OMADA 10-PORT GIGABIT EASY MANAGED SWITCH WITH 8-PORT POE+,249.0,1,1.32
TL-ES210GMP,OMADA 10-PORT GIGABIT EASY SMART MANAGED SWITCH WITH 8-PORT POE+,330.0,1,1.61
TL-IES210GPP,OMADA 10-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH WITH 6-PORT POE+ AND 2-PORT POE++,595.0,1,1.44
TL-MC212CS-20,OMADA 10/100/1000 MBPS RJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,150.0,1,0.38
TL-MC211CS-2,OMADA 10/100/1000 MBPS RJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,128.0,1,0.38
TL-MC212CS-2,OMADA 10/100/1000 MBPSRJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,128.0,1,0.38
TL-MC211CS-20,OMADA 10/100/1000 MBPSRJ45 TO 1000 MBPS SINGLE-MODE SC WDM BI-DIRECTIONAL FIBER CONVERTER,150.0,1,0.38
TL-ISM321B-20,OMADA 1000BASE-BX WDM BI-DIRECTIONAL INDUSTRIAL SFP MODULE,99.0,1,0.0
TL-ISM321A-20,OMADA 1000BASE-BX WDM BI-DIRECTIONAL INDUSTRIAL SFP MODULE,99.0,1,0.0
TL-ISM311LS,OMADA 1000BASE-LX MMF INDUSTRIAL SFP MODULE,46.0,1,0.0
TL-ISM311LM,OMADA 1000BASE-SX MMF INDUSTRIAL SFP MODULE,42.0,1,0.0
TL-SM331T,OMADA 1000BASE-T RJ45 SFP MODULE (TL-SM331T),120.0,1,0.07
TL-MC420L,OMADA 10G MULTI-GIGABIT RJ45 TO 10G SFP+ SLOT SUPPORT MINIGBIC MODULES,245.0,1,0.45
TL-POE380S,OMADA 10G POE++ INJECTOR ADAPTER,350.0,1,1.08
TL-SM5110LSA-10,OMADA 10GBASE-BX SINGLE MODE WDM BI-DIRECTIONAL SFP+ MODULE,189.0,1,0.07
TL-SM5110LSB-10,OMADA 10GBASE-BX SINGLE MODE WDN BI-DIRECTIONAL SFP+ MODULE,189.0,1,0.07
TL-SM5110-LR,OMADA 10GBASE-LR SFP+ LC TRANSCEIVER (TL-SM5110-LR),128.0,1,0.07
TL-SM5110-SR,OMADA 10GBASE-SR SFP+ LC TRANSCEIVER (SM5110-SR),95.0,1,0.08
TL-SM5310-T,OMADA 10GBASE-T RJ45 SFP+ MODULE (TL-SM5310-T),300.0,1,0.07
TL-FC1420,OMADA 14-SLOT MEDIA CONVERTER CHASSIS (TL-FC1420),765.0,1,0.0
TL-SG3218XP-M2,OMADA 16-PORT 2.5GBASE-T AND 2-PORT 10GE SFP+ L2+ MANAGED POE+ SWITCH,1900.0,1,6.16
TL-DS-LGPA-16,OMADA 16-PORT OLT GPON SERVICE BOARD,17000.0,1,0.0
TL-SM5220-1M,OMADA 1M DIRECT ATTACH SFP+ CABLE FOR 10 GIGABIT CONNECTIONS TL-SM5220-1M,58.0,1,0.34
TL-SM6220-1M,OMADA 1M DIRECT ATTACH SFP+ CABLE FOR 25 GIGABIT CONNECTIONS,129.0,0,0.96
TL-POE260S,OMADA 2.5G POE+ INJECTOR ADAPTER,105.0,1,0.56
TL-ES220GMP,OMADA 20-PORT GIGABIT EASY MANAGED SWITCH WITH 16-PORT POE+,710.0,1,3.17
TL-SX3832,OMADA 24-PORT 10GBASE-T L2+ MANAGED SWITCH WITH 8 10GE SFP+ SLOTS,6500.0,1,4.38
TL-SX3832MPP,"OMADA 24-PORT 10GBASE-T L2+ PoE++ (MAX 90W/P), 770W POE BUDGET",9000.0,1,0.0
TL-SG3428X-M2,OMADA 24-PORT 2.5GBASE-5 L2+ MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,1850.0,1,3.08
TL-SG3428XMPP,OMADA 24-PORT GIGABIT & 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 16-P POE+ & 8P-POE++ 500W,2600.0,1,6.24
TL-SG5428X,OMADA 24-PORT GIGABIT STACKABALBE LITE L3 MANAGED SWITCH WITH 4 10G SLOTS,1200.0,1,2.97
TL-SG6428XHP,OMADA 24-PORT GIGABIT STACKABLE MANAGED POE+ SWITCH WITH 4 10GE SFP+ SLOTS,6500.0,1,11.56
TL-SG6428X,OMADA 24-PORT GIGABIT STACKABLE MANAGED SWITCH WITH 4 10GE SFP+ SLOTS,6000.0,1,10.15
TL-SM6110-LR,OMADA 25GBASE-LR SFP28 LC TRANSCEIVER,270.0,1,0.07
TL-SM6110-SR,OMADA 25GBASE-SR SFP28 LC TRANSCEIVER,180.0,1,0.07
TL-SX6632YF,OMADA 26-PORT 10G STACKABLE L3 MANAGED AGGREGATION SWITCH WITH 6 25G SLOTS,12000.0,0,10.44
TL-SG2428LP,OMADA 28-PORT GIGABIT SMART SWITCH WITH 16-PORT POE+,930.0,1,3.96
TL-EAP110,OMADA 300MBPS WIRELESS N CEILING/WALL MOUNT ACCESS POINT,127.0,1,0.82
TL-SX3032F,OMADA 32-PORT 10GE SFP+ L2+ MANAGED SWITCH,3120.0,1,6.14
TL-SM5220-3M,OMADA 3M DIRECT ATTACH SFP+ CABLE FOR 10 GIGABIT CONNECTIONS TL-SM5220-3M,82.0,1,0.96
TL-DS-P7001-04,OMADA 4-PORT GPON OLT,5000.0,1,3.32
TL-SG3452XMPP,OMADA 48-PORT GIGABIT & 4-PORT 10GE SFP+ L2+ MANAGED SWITCH 40P-POE+ 8P-POE++ 750W,3900.0,1,6.98
TL-SG6654XHP,OMADA 48-PORT GIGABIT STACKABLE L3 MANAGED POE+ SWITCH WITH 6 10GE SFP+ SLOTS,9500.0,1,12.04
TL-SG6654X,OMADA 48-PORT GIGABIT STACKABLE L3 MANAGED SWITCH WITH 6 10GE SFP+ SLOTS,8500.0,1,12.16
TL-SG5452XMPP,OMADA 48-PORT GIGABIT STACKABLE LITE L3 MANAGED POE++ SWITCH WITH 4 10G SLOTS,3499.0,1,0.0
TL-SG5452X,OMADA 48-PORTGIGABIT STACKABLE LITE L3 MANAGED SWITCH WITH 4 10G SLOTS,1840.0,1,0.0
TL-POE4818G,OMADA 48V PASSIVE POE ADAPTER,58.0,1,0.0
TL-ER706WP-4G,OMADA 4G+ CAT6 AX3000 GIGABIT VPN GATEWAY WITH 4-PORT POE+,1020.0,1,1.96
TL-ER706W-4G,OMADA 4G+ CAT6 AX3000 GIGABIT VPN ROUTER,950.0,1,15.5
TL-ER703WP-4G-OUTDOOR,OMADA 4G+ CAT6 AX3000 OUTDOOR/INDOOR GATEWAY,900.0,1,0.66
TL-ES205G,OMADA 5-PORT GIGABIT EASY MANAGED SWITCH,95.0,1,0.46
TL-ES205GP,OMADA 5-PORT GIGABIT EASY MANAGED SWITCH WITH 4-PORT POE+,149.0,1,0.77
TL-SG2005P-PD,OMADA 5-PORT GIGABIT SMART SWITCH WITH 1-PORT POE++ IN AND 4-PORT POE+ OUT,370.0,1,0.52
TL-SG2452LP,OMADA 52-PORT GIGABIT SMART SWITCH WITH 32-PORT POE+,2600.0,1,6.66
TL-POE5430G-M2,OMADA 54V 30W 2.5G PASSIVE POE ADAPTER,90.0,1,0.0
TL-POE5460X,OMADA 54V 60W 10G PASSIVE POE ADAPTER,108.0,1,0.0
TL-PSM550-AC,OMADA 550W AC POWER SUPPLY MODULE,1400.0,1,1.5
TL-PSM500-AC,OMADA 550W AC POWER SUPPLY MODULE FOR L3 SWITCH AND SX6632YF,1300.0,1,1.68
TL-ES206GP,OMADA 6-PORT GIGABIT EASY MANAGED SWITCH WITH 4-PORT POE+,169.0,1,1.01
TL-IES206G,OMADA 6-PORT GIGABIT INDUSTRIAL EASY MANAGED SWITCH,430.0,1,0.74
